major,researchExp,industryExp,toeflScore,greV,greQ,greA,univName,cgpaNorm
Computer Science,0,0,115.0,156.0,161.0,5.0,University of Southern California,0.85
Computer Science,0,0,96.0,144.0,159.0,3.5,University of Southern California,0.71
Industrial Engineering,0,0,106.0,152.0,166.0,3.5,University of Southern California,0.85
Electrical Engineering,0,0,110.0,162.0,160.0,3.5,University of Southern California,0.8699999999999999
Computer Science,0,24,118.0,168.0,168.0,5.0,University of Southern California,0.865
Computer Science,0,0,109.0,158.0,166.0,3.5,University of Southern California,0.8
Electrical Engineering,0,0,113.0,160.0,159.0,3.5,University of Southern California,0.8273999999999999
Electrical Engineering,0,0,107.0,146.0,157.0,3.0,University of Southern California,0.765
Electrical Engineering,0,0,97.0,154.0,160.0,3.0,University of Southern California,0.9925
Electrical and Computer Engineering,0,0,96.0,144.0,155.0,3.5,University of Southern California,0.77
Computer Science,0,0,104.0,154.0,166.0,3.0,University of Southern California,0.69
Computer Science,0,0,111.0,153.0,162.0,3.5,University of Southern California,0.788
Computer Science,0,0,115.0,162.0,166.0,4.0,University of Southern California,0.874
Computer Science,0,0,112.0,158.0,163.0,4.0,University of Southern California,0.77
Computer Science,0,0,119.0,161.0,170.0,4.0,University of Southern California,0.881
Electrical & Computer Engineering,0,0,108.0,152.0,161.0,3.0,University of Southern California,0.885
Computer Science,0,0,80.0,140.0,160.0,3.0,University of Southern California,0.63
Electrical Engineering,0,0,107.0,155.0,166.0,3.0,University of Southern California,0.9109999999999999
Computer Science,0,0,116.0,155.0,167.0,4.0,University of Southern California,0.8083
Computer Engineering / Computer Networking / Computer Science,14,33,114.0,157.0,160.0,4.0,University of Southern California,0.96
Computer Science,0,0,101.0,162.0,164.0,3.0,University of Southern California,0.868
Mechanical Engineering,0,0,109.0,163.0,164.0,3.0,University of Southern California,0.78
Computer Science,0,0,100.0,142.0,168.0,3.0,University of Southern California,0.7775
Computer Science,0,12,117.0,157.0,161.0,4.5,University of Southern California,0.881
Electronics and Communication,0,0,114.0,164.0,166.0,5.5,University of Southern California,0.906
Chemical Engineering,0,0,104.0,155.0,164.0,3.5,University of Southern California,0.835
Civil Engineering,6,12,109.0,162.0,162.0,3.0,University of Southern California,0.8119999999999999
Computer Science,0,0,112.0,157.0,163.0,5.0,University of Southern California,0.898
Computer Science,0,0,109.0,165.0,166.0,3.5,University of Southern California,0.862
Electrical Engineering,0,0,109.0,162.0,166.0,3.5,University of Southern California,0.7
MIS,0,0,108.0,155.0,166.0,3.0,University of Southern California,0.8800000000000001
Electrical & Computer Engineering,0,0,105.0,161.0,165.0,3.0,University of Southern California,0.87
Computer Science,0,30,112.0,152.0,164.0,4.5,University of Southern California,0.77
Computer Science,0,36,103.0,151.0,165.0,3.0,University of Southern California,0.8699999999999999
Electrical Engineering,0,0,93.0,153.0,163.0,3.5,University of Southern California,0.79
Computer Science,0,0,98.0,147.0,161.0,3.0,University of Southern California,0.7767000000000001
Electrical Engineering,0,0,97.0,152.0,164.0,3.0,University of Southern California,0.09380000000000001
Electrical Engineering,0,0,100.0,154.0,159.0,3.5,University of Southern California,0.74
Electrical Engineering,0,20,107.0,152.0,164.0,3.0,University of Southern California,0.9390000000000001
MIS,0,0,104.0,160.0,166.0,3.0,University of Southern California,0.73
Computer Engineering,0,0,108.0,148.0,162.0,3.5,University of Southern California,0.7
Electronics and Communication,0,0,97.0,149.0,161.0,3.5,University of Southern California,0.83
Civil Engineering,5,24,107.0,162.0,159.0,3.5,University of Southern California,0.884
Electronics and Communication,0,0,105.0,150.0,160.0,4.0,University of Southern California,0.906
Computer Engineering,0,0,107.0,156.0,158.0,4.0,University of Southern California,0.935
Computer Science,0,0,104.0,164.0,166.0,3.5,University of Southern California,0.66
Electrical Engineering,0,0,105.0,150.0,169.0,4.0,University of Southern California,0.7696
Electronics and Communication,0,0,107.0,157.0,170.0,4.0,University of Southern California,0.97
Electrical & Computer Engineering,0,0,114.0,154.0,170.0,4.0,University of Southern California,0.953
Electronics and Communication,24,36,108.0,152.0,170.0,3.5,University of Southern California,0.7464
Engineering Management,0,0,98.0,148.0,163.0,2.5,University of Southern California,0.601
Electrical Engineering,0,0,111.0,151.0,156.0,3.5,University of Southern California,0.7
Chemical Engineering,0,0,113.0,154.0,159.0,4.0,University of Southern California,0.8400000000000001
Electrical Engineering,0,24,99.0,153.0,161.0,3.5,University of Southern California,0.82
Electronics and Communication,0,0,104.0,150.0,160.0,3.0,University of Southern California,0.69
Electronics and Communication,0,0,107.0,158.0,161.0,4.5,University of Southern California,0.61
Computer Science,0,0,114.0,161.0,169.0,4.5,University of Southern California,0.831
Electrical Engineering,0,0,112.0,155.0,161.0,4.0,University of Southern California,0.8825
Computer Science,0,0,113.0,150.0,156.0,3.5,University of Southern California,0.7421
Electronics and Communication,0,0,116.0,161.0,168.0,4.5,University of Southern California,0.8710000000000001
Electrical Engineering,0,0,100.0,150.0,162.0,3.5,University of Southern California,0.96
Computer Science,0,22,110.0,158.0,162.0,4.5,University of Southern California,0.731
Computer Science,0,0,114.0,150.0,166.0,4.0,University of Southern California,0.9570000000000001
Electronics and Communication,0,0,111.0,154.0,169.0,3.5,University of Southern California,0.9400000000000001
Electrical Engineering,0,60,112.0,152.0,159.0,3.5,University of Southern California,0.79
Computer Science,0,0,105.0,161.0,164.0,3.5,University of Southern California,0.75
Computer Science,0,0,111.0,164.0,165.0,4.0,University of Southern California,0.93
Electrical and Computer Engineering,0,0,116.0,153.0,168.0,4.0,University of Southern California,0.8
Computer Science,0,0,97.0,156.0,164.0,3.0,University of Southern California,0.805
Electrical Engineering,0,0,114.0,157.0,164.0,4.0,University of Southern California,0.795
Electrical & Computer Engineering,30,4,108.0,155.0,168.0,4.5,University of Southern California,0.851
Electronics and Communication,0,0,104.0,159.0,164.0,3.0,University of Southern California,0.86
Electrical Engineering,0,0,99.0,160.0,164.0,3.5,University of Southern California,0.6491
Electrical and Computer Engineering,0,0,115.0,169.0,166.0,4.5,University of Southern California,0.9570000000000001
Computer Engineering,0,0,105.0,152.0,169.0,3.5,University of Southern California,0.8240000000000001
Computer Science,0,0,104.0,154.0,166.0,3.0,University of Southern California,0.9119999999999999
Computer Engineering,0,0,98.0,148.0,159.0,3.5,University of Southern California,0.685
Computer Engineering,0,0,112.0,160.0,170.0,4.0,University of Southern California,0.86
Biomedical Engineering,0,0,110.0,155.0,164.0,4.0,University of Southern California,0.9039999999999999
Computer Science,0,0,109.0,151.0,164.0,4.0,University of Southern California,0.7325
Computer Science,0,0,112.0,159.0,163.0,3.5,University of Southern California,0.762
Electronics and Communication,0,0,103.0,154.0,166.0,3.0,University of Southern California,0.8130000000000001
Telecommunication,0,0,99.0,154.0,164.0,3.5,University of Southern California,0.7534000000000001
Computer Science,0,0,111.0,156.0,158.0,4.0,University of Southern California,0.69
Computer Science,0,0,92.0,143.0,166.0,2.5,University of Southern California,0.7222
Electrical Engineering,0,0,105.0,160.0,162.0,3.0,University of Southern California,0.8710000000000001
Computer Science,12,32,105.0,148.0,157.0,4.0,University of Southern California,0.78
Computer Science,0,0,105.0,154.0,165.0,3.5,University of Southern California,0.9099999999999999
CS,0,0,111.0,159.0,161.0,3.5,University of Southern California,0.745
Electrical Engineering,0,0,101.0,155.0,164.0,3.5,University of Southern California,0.905
Computer Science,0,0,107.0,162.0,152.0,3.0,University of Southern California,0.868
Electrical Engineering,0,0,97.0,140.0,163.0,3.0,University of Southern California,0.04
Electrical Engineering,0,0,108.0,157.0,163.0,3.5,University of Southern California,0.9019999999999999
Electrical Engineering,0,2,98.0,147.0,160.0,3.0,University of Southern California,0.9029999999999999
Electrical and Computer Engineering,0,0,117.0,164.0,161.0,4.0,University of Southern California,0.75
Computer Science,0,0,97.0,153.0,163.0,3.5,University of Southern California,0.77
Electronics and Communication,0,0,97.0,160.0,163.0,3.0,University of Southern California,0.7249
Computer Science,0,0,101.0,144.0,159.0,3.0,University of Southern California,0.7811
Human Computer Interaction,0,0,119.0,155.0,169.0,4.0,University of Southern California,0.82
Engineering Management,0,0,113.0,149.0,162.0,3.5,University of Southern California,0.857
Computer Science,0,0,109.0,154.0,164.0,4.0,University of Southern California,0.8539999999999999
Biomedical Engineering,0,0,108.0,157.0,156.0,5.0,University of Southern California,0.74
Computer Science,0,0,95.0,137.0,159.0,3.5,University of Southern California,0.67
Computer Science,0,0,99.0,151.0,166.0,3.5,University of Southern California,0.78
Electrical Engineering,0,0,116.0,157.0,165.0,4.5,University of Southern California,0.8960000000000001
Computer Science,0,0,115.0,167.0,162.0,5.0,University of Southern California,0.89
Electrical Engineering,0,0,108.0,156.0,166.0,4.0,University of Southern California,0.78
Computer Science,0,0,112.0,164.0,161.0,4.0,University of Southern California,0.9099999999999999
Electrical Engineering,0,0,94.0,141.0,158.0,3.0,University of Southern California,0.75
Computer Science,0,0,109.0,164.0,164.0,4.5,University of Southern California,0.933
CS,0,0,115.0,154.0,166.0,4.5,University of Southern California,0.68
CS,0,0,103.0,152.0,156.0,3.0,University of Southern California,0.8880000000000001
Aerospace Engineering,0,0,105.0,152.0,168.0,4.0,University of Southern California,0.64
Chemical Engineering,0,18,107.0,154.0,162.0,3.5,University of Southern California,0.739
Electrical and Computer Engineering,0,0,96.0,152.0,163.0,3.0,University of Southern California,0.7969999999999999
Computer Science,0,0,108.0,161.0,161.0,3.5,University of Southern California,0.853
Electrical Engineering,0,0,110.0,150.0,159.0,3.5,University of Southern California,0.765
Computer Science,0,0,111.0,162.0,166.0,4.5,University of Southern California,0.6842
Computer Science,0,0,90.0,150.0,159.0,3.0,University of Southern California,0.86
Computer Science,0,0,98.0,150.0,158.0,3.5,University of Southern California,0.8652
Computer Science,0,0,97.0,146.0,162.0,3.5,University of Southern California,0.7
Computer Science,0,0,110.0,152.0,166.0,3.5,University of Southern California,0.889
Computer Science,0,0,93.0,158.0,160.0,3.0,University of Southern California,0.7
Computer Science,0,0,113.0,155.0,161.0,3.5,University of Southern California,0.88
Electronics & Communication,0,0,98.0,152.0,161.0,3.0,University of Southern California,0.761
Computer Science,0,0,105.0,154.0,166.0,3.0,University of Southern California,0.8800000000000001
Computer Science,0,0,111.0,164.0,153.0,3.5,University of Southern California,0.85
CS,0,0,107.0,150.0,170.0,3.5,University of Southern California,0.845
Computer Engineering,0,22,93.0,147.0,164.0,3.0,University of Southern California,0.942
Computer Science,0,0,109.0,153.0,160.0,3.5,University of Southern California,0.9189999999999999
Computer Science,0,0,95.0,147.0,160.0,3.0,University of Southern California,0.725
Computer Science,0,0,103.0,153.0,156.0,3.0,University of Southern California,0.8640000000000001
Computer Engineering / Computer Networking / Computer Science,0,0,108.0,155.0,163.0,3.5,University of Southern California,0.785
Computer Science,0,0,109.0,155.0,166.0,4.0,University of Southern California,0.79
Electronics and Communication,0,0,104.0,153.0,161.0,3.5,University of Southern California,0.72
Computer Engineering,0,0,98.0,148.0,160.0,3.0,University of Southern California,0.79
CS,0,30,105.0,149.0,161.0,4.0,University of Southern California,0.8204
Electrical Engineering,0,0,112.0,166.0,166.0,4.5,University of Southern California,0.8800000000000001
Computer Science,0,0,104.0,155.0,161.0,3.0,University of Southern California,0.0894
Electrical Engineering,0,0,98.0,151.0,160.0,3.0,University of Southern California,0.76
Electrical and Electronics,12,0,116.0,156.0,161.0,3.5,University of Southern California,0.85
Electrical Engineering,0,0,101.0,150.0,168.0,3.0,University of Southern California,0.87
Computer Science,0,0,111.0,160.0,159.0,4.0,University of Southern California,0.74
Electrical Engineering,0,0,110.0,158.0,163.0,3.0,University of Southern California,0.6345000000000001
Computer Engineering,0,0,111.0,160.0,166.0,4.0,University of Southern California,0.8699999999999999
Computer Science,0,0,115.0,161.0,166.0,4.0,University of Southern California,0.62
Computer Engineering,0,0,115.0,156.0,166.0,3.0,University of Southern California,0.9
Electronics and Communication,0,0,110.0,165.0,166.0,3.5,University of Southern California,0.82
Computer Science,0,0,108.0,144.0,159.0,3.0,University of Southern California,0.68
Electrical Engineering,0,0,108.0,157.0,166.0,3.5,University of Southern California,0.75
Computer Science,0,41,117.0,158.0,167.0,5.0,University of Southern California,0.82
Computer Science,0,0,106.0,165.0,156.0,3.0,University of Southern California,0.6719999999999999
Computer Science,0,0,110.0,154.0,168.0,4.0,University of Southern California,0.9289999999999999
Computer Science,0,0,100.0,155.0,161.0,3.5,University of Southern California,0.69
Electrical Engineering,0,0,92.0,149.0,161.0,2.5,University of Southern California,0.857
Computer Science,0,0,99.0,147.0,166.0,3.0,University of Southern California,0.75
Computer Science,0,0,113.0,158.0,164.0,3.5,University of Southern California,0.735
Aerospace Engineering,0,0,100.0,153.0,164.0,3.0,University of Southern California,0.75
Electronics and Communication,0,0,102.0,159.0,166.0,3.0,University of Southern California,0.9019999999999999
Computer Science,0,0,91.0,159.0,161.0,3.5,University of Southern California,0.89
Computer Science,0,0,103.0,154.0,160.0,3.0,University of Southern California,0.965
Electrical Engineering,0,0,110.0,147.0,159.0,3.0,University of Southern California,0.7897
Electrical Engineering,0,0,105.0,152.0,158.0,4.0,University of Southern California,0.859
Electrical Engineering,0,0,104.0,151.0,166.0,4.5,University of Southern California,0.61
