researchExp,industryExp,toeflScore,greV,greQ,greA,univName,cgpaNorm
0,24,93.0,149.0,166.0,3.5,University of Cincinnati,0.784
0,0,112.0,166.0,157.0,3.5,University of Cincinnati,0.7618
0,0,110.0,160.0,158.0,4.0,University of Cincinnati,0.63
0,0,114.0,160.0,166.0,4.0,University of Cincinnati,0.602
0,0,116.0,158.0,161.0,3.5,University of Cincinnati,0.65
0,0,116.0,158.0,161.0,3.5,University of Cincinnati,0.6442
0,24,98.0,147.0,164.0,3.0,University of Cincinnati,0.8
0,0,109.0,164.0,166.0,4.0,University of Cincinnati,0.76
0,0,92.0,147.0,166.0,3.0,University of Cincinnati,0.687
0,0,104.0,150.0,170.0,3.0,University of Cincinnati,0.72
0,0,102.0,164.0,161.0,3.5,University of Cincinnati,0.6548
10,10,110.0,155.0,164.0,3.0,University of California Santa Cruz,0.7230000000000001
0,0,111.0,163.0,164.0,3.5,University of California Santa Cruz,0.918
0,0,104.0,162.0,164.0,3.5,University of California Santa Cruz,0.71
0,0,106.0,153.0,166.0,3.5,University of California Santa Cruz,0.805
0,0,112.0,150.0,169.0,4.0,University of California Santa Cruz,0.748
0,0,104.0,164.0,166.0,4.0,University of California Santa Cruz,0.68
0,32,97.0,147.0,163.0,3.5,University of California Santa Cruz,0.7992
0,0,117.0,158.0,160.0,4.0,University of California Santa Cruz,0.8075
0,13,106.0,155.0,158.0,4.5,University of California Santa Cruz,0.73
0,76,108.0,154.0,164.0,3.5,University of California Santa Cruz,0.8859999999999999
0,15,105.0,148.0,160.0,3.0,University of California Santa Cruz,0.8220000000000001
0,0,107.0,158.0,166.0,4.0,University of California Santa Cruz,0.7814
0,0,113.0,159.0,163.0,4.0,University of California Santa Cruz,0.936
3,0,102.0,157.0,167.0,4.0,University of California Santa Cruz,0.6900000000000001
0,0,113.0,160.0,168.0,4.0,University of California Santa Cruz,0.7
0,0,111.0,149.0,160.0,3.0,University of California Santa Cruz,0.75
0,36,108.0,151.0,161.0,4.0,University of California Santa Cruz,0.831
24,66,113.0,166.0,163.0,4.0,University of California Santa Cruz,0.64
0,0,103.0,156.0,159.0,4.0,University of California Santa Cruz,0.675
0,0,110.0,154.0,162.0,3.5,University of California Santa Cruz,0.937
0,0,118.0,161.0,165.0,4.0,University of California Santa Cruz,0.6962999999999999
0,0,114.0,158.0,161.0,4.5,University of California Santa Cruz,0.82
0,0,105.0,158.0,163.0,4.5,University of California Santa Cruz,0.67
0,0,93.0,144.0,163.0,3.0,University of California Santa Cruz,0.7106999999999999
0,0,98.0,150.0,163.0,3.0,University of California Santa Cruz,0.75
0,0,117.0,161.0,167.0,4.0,University of California Santa Cruz,0.611
0,0,116.0,158.0,163.0,5.0,University of California Santa Cruz,0.745
0,0,116.0,159.0,163.0,4.5,University of California Santa Cruz,0.983
0,0,105.0,152.0,160.0,3.5,University of California Santa Cruz,0.768
20,28,110.0,159.0,167.0,3.5,University of California Santa Cruz,0.845
0,0,115.0,164.0,164.0,4.5,University of California Santa Cruz,0.84
6,7,107.0,150.0,167.0,3.5,University of California Santa Cruz,0.753
0,0,107.0,155.0,165.0,4.0,University of California Santa Barbara,0.8492000000000001
0,16,112.0,157.0,166.0,3.5,University of California Santa Barbara,0.938
0,0,108.0,155.0,168.0,5.0,University of California Santa Barbara,0.933
0,0,108.0,161.0,168.0,3.5,University of California Santa Barbara,0.7140000000000001
0,0,106.0,164.0,163.0,4.5,University of California Santa Barbara,0.942
0,0,115.0,168.0,167.0,4.0,University of California Santa Barbara,0.883
0,0,109.0,160.0,166.0,3.5,University of California Santa Barbara,0.8099999999999999
0,0,100.0,152.0,164.0,3.5,University of California Santa Barbara,0.906
0,0,108.0,161.0,166.0,3.5,University of California Santa Barbara,0.8640000000000001
0,0,112.0,160.0,168.0,4.0,University of California Santa Barbara,0.78
0,0,109.0,152.0,166.0,4.0,University of California Santa Barbara,0.904
0,0,110.0,161.0,166.0,4.0,University of California Santa Barbara,0.805
0,0,113.0,160.0,166.0,4.0,University of California Santa Barbara,0.93
0,0,105.0,156.0,160.0,4.5,University of California Santa Barbara,0.715
0,0,99.0,139.0,164.0,3.0,University of California Santa Barbara,0.9
0,0,110.0,158.0,164.0,3.5,University of California Santa Barbara,0.8699999999999999
0,0,108.0,157.0,159.0,3.0,University of California Santa Barbara,0.93
0,0,109.0,153.0,166.0,4.0,University of California Santa Barbara,0.925
0,0,116.0,158.0,166.0,3.5,University of California Santa Barbara,0.8560000000000001
0,0,112.0,164.0,166.0,4.0,University of California Santa Barbara,0.085
0,0,106.0,156.0,163.0,4.0,University of California Santa Barbara,0.89
0,0,103.0,151.0,165.0,4.0,University of California Santa Barbara,0.8184999999999999
0,0,100.0,150.0,166.0,3.0,University of California Santa Barbara,0.762
0,0,115.0,162.0,166.0,4.0,University of California Santa Barbara,0.874
0,0,114.0,164.0,166.0,5.5,University of California Santa Barbara,0.906
0,0,105.0,161.0,165.0,3.0,University of California Santa Barbara,0.87
0,0,110.0,163.0,166.0,4.0,University of California Santa Barbara,0.85
0,0,103.0,154.0,166.0,3.0,University of California Santa Barbara,0.8130000000000001
0,0,115.0,164.0,166.0,5.0,University of California Santa Barbara,0.6
0,0,113.0,161.0,166.0,4.0,University of California Santa Barbara,0.873
0,0,96.0,152.0,163.0,3.0,University of California Santa Barbara,0.7969999999999999
0,0,116.0,167.0,170.0,4.0,University of California Santa Barbara,0.947
0,0,103.0,152.0,168.0,3.0,University of California Santa Barbara,0.88
0,0,112.0,159.0,164.0,4.0,University of California Santa Barbara,0.7
0,0,103.0,154.0,163.0,3.0,University of California Santa Barbara,0.92
0,0,117.0,165.0,166.0,5.0,University of California Santa Barbara,0.8640000000000001
0,0,105.0,154.0,164.0,3.5,University of California Santa Barbara,0.926
0,0,116.0,168.0,166.0,4.5,University of California Santa Barbara,0.97
0,0,111.0,162.0,166.0,4.0,University of California Santa Barbara,0.8779999999999999
0,21,119.0,161.0,170.0,4.0,University of California Santa Barbara,0.89
0,0,105.0,160.0,164.0,2.5,University of California Santa Barbara,0.926
0,0,110.0,155.0,170.0,3.5,University of California Santa Barbara,0.926
0,0,103.0,154.0,163.0,3.0,University of California Santa Barbara,0.8800000000000001
12,0,106.0,151.0,166.0,3.0,University of California Santa Barbara,0.1785999999999999
0,0,102.0,154.0,163.0,3.5,University of California Santa Barbara,0.92
0,0,101.0,148.0,165.0,4.0,University of California Santa Barbara,0.904
0,0,104.0,143.0,164.0,3.0,University of California Santa Barbara,0.917
0,0,116.0,165.0,164.0,3.5,University of California Santa Barbara,0.78
0,0,111.0,153.0,161.0,4.0,University of California Santa Barbara,0.8800000000000001
0,0,117.0,162.0,165.0,3.5,University of California Santa Barbara,0.93
0,0,104.0,162.0,166.0,4.0,University of California Santa Barbara,0.902
0,0,111.0,163.0,164.0,4.5,University of California Santa Barbara,0.92
0,0,110.0,157.0,166.0,4.0,University of California Santa Barbara,0.935
0,0,107.0,157.0,166.0,3.0,University of California Santa Barbara,0.89
0,0,111.0,156.0,169.0,3.5,University of California Santa Barbara,0.926
0,0,112.0,158.0,168.0,4.0,University of California Santa Barbara,0.89
0,0,106.0,153.0,164.0,3.5,University of California Santa Barbara,0.916
0,0,110.0,157.0,166.0,4.0,University of California Santa Barbara,0.935
0,0,107.0,164.0,160.0,3.5,University of California Santa Barbara,0.78
0,0,114.0,162.0,166.0,4.5,University of California Santa Barbara,0.931
0,0,113.0,159.0,166.0,3.5,University of California Santa Barbara,0.737
0,0,107.0,154.0,160.0,4.0,University of California Santa Barbara,0.873
0,0,118.0,153.0,169.0,4.0,University of California Santa Barbara,0.884
3,0,108.0,157.0,167.0,4.0,University of California Santa Barbara,0.9
0,0,106.0,166.0,166.0,4.5,University of California Santa Barbara,0.82
0,0,105.0,160.0,160.0,3.0,University of California Santa Barbara,0.945
0,0,105.0,163.0,159.0,3.5,University of California Santa Barbara,0.8
0,0,106.0,148.0,164.0,3.0,University of California Santa Barbara,0.929
0,0,108.0,152.0,169.0,3.5,University of California Santa Barbara,0.891
0,0,88.0,156.0,160.0,3.0,University of California Santa Barbara,0.8
0,39,109.0,152.0,161.0,4.0,University of California Santa Barbara,0.947
0,0,102.0,155.0,163.0,3.0,University of California Santa Barbara,0.8949999999999999
0,0,105.0,164.0,166.0,3.5,University of California Santa Barbara,0.94
0,0,97.0,154.0,163.0,3.5,University of California Santa Barbara,0.67
0,0,111.0,160.0,166.0,4.0,University of California Santa Barbara,0.7
0,0,105.0,163.0,166.0,3.0,University of California Santa Barbara,0.926
0,0,117.0,162.0,164.0,3.5,University of California Santa Barbara,0.965
0,0,102.0,149.0,167.0,3.5,University of California Santa Barbara,0.914
0,22,111.0,156.0,164.0,3.5,University of California Santa Barbara,0.921
0,0,110.0,153.0,163.0,3.5,University of California Santa Barbara,0.815
0,0,114.0,158.0,158.0,4.5,University of California Santa Barbara,0.898
0,0,108.0,166.0,163.0,4.5,University of California Santa Barbara,0.874
0,0,119.0,168.0,166.0,5.0,University of California Santa Barbara,0.7190000000000001
0,0,116.0,162.0,163.0,4.0,University of California Santa Barbara,0.8779999999999999
0,0,116.0,158.0,163.0,5.0,University of California Santa Barbara,0.745
0,0,104.0,151.0,163.0,3.0,University of California Santa Barbara,0.8047
0,0,102.0,152.0,166.0,3.0,University of California Santa Barbara,0.7625
0,0,107.0,162.0,166.0,4.0,University of California Santa Barbara,0.8710000000000001
0,0,106.0,148.0,163.0,3.5,University of California Santa Barbara,0.91
0,0,100.0,160.0,164.0,3.5,University of California Santa Barbara,0.7
0,0,112.0,163.0,166.0,4.0,University of California Santa Barbara,0.7601
0,0,104.0,146.0,160.0,3.0,University of California Santa Barbara,0.71
0,0,109.0,155.0,165.0,3.5,University of California Santa Barbara,0.869
0,0,112.0,163.0,166.0,4.0,University of California Santa Barbara,0.9
0,0,98.0,156.0,166.0,4.0,University of California Santa Barbara,0.889
0,0,93.0,152.0,160.0,3.0,University of California Santa Barbara,0.7340000000000001
20,28,110.0,159.0,167.0,3.5,University of California Santa Barbara,0.845
0,0,111.0,165.0,166.0,5.0,University of California Santa Barbara,0.87
0,0,102.0,164.0,163.0,5.0,University of California Santa Barbara,0.91
0,0,113.0,162.0,166.0,5.0,University of California Santa Barbara,0.882
0,0,118.0,160.0,165.0,3.0,University of California Santa Barbara,0.961
0,0,113.0,166.0,166.0,4.5,University of California Santa Barbara,0.8015000000000001
0,0,115.0,164.0,166.0,3.5,University of California Santa Barbara,0.965
0,0,102.0,157.0,164.0,3.0,University of California Santa Barbara,0.8720000000000001
0,0,117.0,160.0,166.0,4.5,University of California Santa Barbara,0.924
0,0,105.0,155.0,170.0,4.5,University of California Santa Barbara,0.86
0,0,114.0,157.0,166.0,4.0,University of California Santa Barbara,0.97
0,0,114.0,164.0,166.0,4.5,University of California Santa Barbara,0.926
0,0,113.0,164.0,170.0,4.0,University of California Santa Barbara,0.8640000000000001
0,0,115.0,160.0,161.0,4.0,University of California Santa Barbara,0.86
0,0,111.0,154.0,161.0,4.5,University of California San Diego,0.7849999999999999
0,0,115.0,152.0,166.0,4.0,University of California San Diego,0.882
0,63,112.0,156.0,159.0,4.0,University of California San Diego,0.8415
0,0,117.0,160.0,170.0,5.5,University of California San Diego,0.957
0,0,105.0,155.0,168.0,3.0,University of California San Diego,0.8300000000000001
0,0,103.0,156.0,166.0,3.5,University of California San Diego,0.8220000000000001
0,0,98.0,146.0,170.0,3.0,University of California San Diego,0.76
0,0,109.0,151.0,165.0,4.0,University of California San Diego,0.921
0,0,109.0,161.0,166.0,3.5,University of California San Diego,0.8480000000000001
0,0,110.0,158.0,170.0,4.0,University of California San Diego,0.98
0,0,117.0,168.0,159.0,5.0,University of California San Diego,0.911
0,0,108.0,161.0,164.0,3.0,University of California San Diego,0.867
0,44,107.0,152.0,170.0,3.5,University of California San Diego,0.85
0,0,102.0,155.0,161.0,3.0,University of California San Diego,0.767
0,0,114.0,158.0,170.0,4.5,University of California San Diego,0.974
0,0,105.0,149.0,165.0,4.0,University of California San Diego,0.6
0,0,116.0,153.0,166.0,5.0,University of California San Diego,0.844
0,0,114.0,156.0,163.0,4.5,University of California San Diego,0.955
0,0,106.0,156.0,163.0,4.0,University of California San Diego,0.89
0,0,106.0,156.0,166.0,3.5,University of California San Diego,0.86
0,0,116.0,158.0,166.0,4.5,University of California San Diego,0.82
0,0,114.0,164.0,166.0,5.5,University of California San Diego,0.906
0,0,110.0,163.0,166.0,4.0,University of California San Diego,0.85
5,24,107.0,162.0,159.0,3.5,University of California San Diego,0.884
0,0,119.0,166.0,166.0,4.5,University of California San Diego,0.985
0,0,110.0,155.0,164.0,4.0,University of California San Diego,0.904
0,0,114.0,158.0,170.0,4.0,University of California San Diego,0.7214
0,0,114.0,156.0,170.0,4.0,University of California San Diego,0.93
0,0,118.0,164.0,164.0,5.0,University of California San Diego,0.89
0,0,114.0,164.0,162.0,4.0,University of California San Diego,0.746
0,18,100.0,146.0,167.0,3.0,University of California San Diego,0.8460000000000001
0,0,117.0,169.0,164.0,4.5,University of California San Diego,0.75
0,0,117.0,163.0,166.0,5.0,University of California San Diego,0.8018000000000001
0,0,114.0,160.0,170.0,4.0,University of California San Diego,0.867
0,0,106.0,157.0,170.0,4.0,University of California San Diego,0.913
0,0,117.0,168.0,166.0,4.0,University of California San Diego,0.93
0,0,109.0,152.0,166.0,3.5,University of California San Diego,0.931
0,0,112.0,162.0,166.0,4.5,University of California San Diego,0.921
10,0,112.0,155.0,170.0,5.0,University of California San Diego,0.922
0,19,109.0,153.0,162.0,3.0,University of California San Diego,0.909
0,0,103.0,154.0,163.0,3.0,University of California San Diego,0.92
0,0,106.0,156.0,164.0,3.5,University of California San Diego,0.851
0,0,118.0,163.0,167.0,4.5,University of California San Diego,0.909
0,0,105.0,154.0,164.0,3.5,University of California San Diego,0.926
0,0,103.0,155.0,161.0,4.5,University of California San Diego,0.866
4,7,111.0,158.0,170.0,3.5,University of California San Diego,0.9225
0,0,111.0,160.0,164.0,4.5,University of California San Diego,0.907
2,9,114.0,155.0,165.0,4.5,University of California San Diego,0.8460000000000001
0,0,113.0,160.0,161.0,4.0,University of California San Diego,0.85
0,0,110.0,158.0,170.0,4.0,University of California San Diego,0.835
0,0,94.0,150.0,166.0,3.5,University of California San Diego,0.858
0,36,109.0,157.0,167.0,4.5,University of California San Diego,0.8
0,0,117.0,161.0,168.0,5.5,University of California San Diego,0.897
0,0,103.0,154.0,166.0,3.5,University of California San Diego,0.8630000000000001
0,0,112.0,164.0,166.0,3.0,University of California San Diego,0.78
0,0,110.0,158.0,167.0,3.0,University of California San Diego,0.873
0,0,106.0,153.0,164.0,3.5,University of California San Diego,0.916
0,0,110.0,149.0,168.0,4.0,University of California San Diego,0.995
0,0,116.0,166.0,166.0,4.0,University of California San Diego,0.916
0,0,112.0,160.0,166.0,3.0,University of California San Diego,0.8400000000000001
0,0,114.0,165.0,166.0,4.0,University of California San Diego,0.0886
0,0,97.0,151.0,166.0,4.0,University of California San Diego,0.959
0,0,114.0,162.0,166.0,4.5,University of California San Diego,0.931
0,0,114.0,162.0,167.0,4.0,University of California San Diego,0.927
0,0,115.0,167.0,167.0,4.5,University of California San Diego,0.876
0,0,114.0,165.0,166.0,4.5,University of California San Diego,0.935
0,0,112.0,155.0,164.0,4.0,University of California San Diego,0.9313
0,0,91.0,153.0,164.0,3.5,University of California San Diego,0.9925
0,0,106.0,166.0,166.0,4.5,University of California San Diego,0.82
0,0,106.0,163.0,166.0,4.0,University of California San Diego,0.913
0,24,114.0,154.0,170.0,4.0,University of California San Diego,0.8340000000000001
0,0,112.0,154.0,167.0,4.5,University of California San Diego,0.653
0,0,105.0,160.0,164.0,4.0,University of California San Diego,0.806
3,24,105.0,159.0,168.0,3.0,University of California San Diego,0.932
0,0,112.0,163.0,166.0,4.0,University of California San Diego,0.882
0,0,98.0,145.0,165.0,3.0,University of California San Diego,0.78
0,0,116.0,153.0,166.0,5.0,University of California San Diego,0.844
0,0,105.0,163.0,166.0,3.0,University of California San Diego,0.926
0,0,106.0,156.0,162.0,4.0,University of California San Diego,0.8880000000000001
0,0,112.0,162.0,166.0,4.0,University of California San Diego,0.932
0,0,113.0,163.0,170.0,3.5,University of California San Diego,0.0817
24,24,109.0,155.0,168.0,4.0,University of California San Diego,0.874
0,0,108.0,162.0,163.0,3.5,University of California San Diego,0.75
0,0,115.0,165.0,166.0,3.5,University of California San Diego,0.997
18,0,107.0,153.0,166.0,3.5,University of California San Diego,0.89
0,0,102.0,156.0,168.0,4.5,University of California San Diego,0.6312
0,0,115.0,158.0,166.0,4.5,University of California San Diego,0.8550000000000001
24,24,119.0,157.0,165.0,5.0,University of California San Diego,0.891
0,0,107.0,157.0,166.0,4.0,University of California San Diego,0.866
0,0,110.0,162.0,166.0,3.5,University of California San Diego,0.81
0,0,118.0,164.0,163.0,5.0,University of California San Diego,0.807
0,0,116.0,157.0,165.0,4.0,University of California San Diego,0.89
0,0,117.0,154.0,166.0,3.5,University of California San Diego,0.893
24,24,101.0,152.0,166.0,3.5,University of California San Diego,0.921
0,0,105.0,161.0,166.0,4.5,University of California San Diego,0.967
0,0,118.0,160.0,165.0,3.0,University of California San Diego,0.961
0,0,107.0,161.0,167.0,4.0,University of California San Diego,0.943
0,0,113.0,158.0,165.0,3.5,University of California San Diego,0.8400000000000001
0,0,111.0,162.0,160.0,3.0,University of California San Diego,0.8699999999999999
0,0,117.0,160.0,166.0,4.5,University of California San Diego,0.924
0,0,94.0,151.0,161.0,3.5,University of California San Diego,0.0917
0,0,108.0,156.0,165.0,3.5,University of California San Diego,0.926
24,24,120.0,154.0,161.0,4.0,University of California San Diego,0.984
0,24,111.0,153.0,166.0,3.5,University of California San Diego,0.852
0,0,100.0,157.0,155.0,4.5,University of California San Diego,0.66
0,0,108.0,155.0,170.0,3.5,University of California San Diego,0.853
0,0,116.0,164.0,164.0,4.5,University of California San Diego,0.913
0,0,116.0,163.0,166.0,4.0,University of California San Diego,0.98
0,0,108.0,157.0,164.0,3.0,University of California San Diego,0.94
0,34,94.0,151.0,168.0,3.5,University of California San Diego,0.898
0,0,112.0,170.0,155.0,4.5,University of California San Diego,0.72
0,0,102.0,157.0,170.0,4.0,University of California San Diego,0.994
0,0,114.0,161.0,164.0,4.0,University of California San Diego,0.916
0,0,118.0,168.0,166.0,4.0,University of California Los Angeles,0.7927
0,0,112.0,158.0,166.0,4.0,University of California Los Angeles,0.8737
0,0,111.0,162.0,166.0,4.0,University of California Los Angeles,0.902
0,0,118.0,164.0,160.0,4.0,University of California Los Angeles,0.76
0,0,107.0,157.0,160.0,4.0,University of California Los Angeles,0.891
0,0,102.0,154.0,166.0,3.5,University of California Los Angeles,0.936
0,0,115.0,160.0,164.0,4.5,University of California Los Angeles,0.745
0,0,110.0,144.0,162.0,4.0,University of California Los Angeles,0.934
0,0,108.0,157.0,164.0,3.5,University of California Los Angeles,0.75
0,24,116.0,163.0,161.0,4.0,University of California Los Angeles,0.758
0,0,108.0,161.0,164.0,3.0,University of California Los Angeles,0.867
0,0,114.0,162.0,166.0,4.5,University of California Los Angeles,0.848
0,0,113.0,160.0,164.0,4.5,University of California Los Angeles,0.8800000000000001
0,0,118.0,159.0,163.0,4.5,University of California Los Angeles,0.923
0,0,119.0,170.0,166.0,4.5,University of California Los Angeles,0.8800000000000001
0,0,116.0,153.0,166.0,5.0,University of California Los Angeles,0.844
0,0,107.0,154.0,161.0,3.5,University of California Los Angeles,0.7585
0,12,111.0,159.0,161.0,4.0,University of California Los Angeles,0.8129000000000001
0,0,116.0,155.0,167.0,4.0,University of California Los Angeles,0.8083
0,0,114.0,156.0,166.0,3.5,University of California Los Angeles,0.859
5,24,107.0,162.0,159.0,3.5,University of California Los Angeles,0.884
0,0,116.0,163.0,166.0,4.5,University of California Los Angeles,0.73
0,0,109.0,154.0,166.0,3.0,University of California Los Angeles,0.8949999999999999
0,0,114.0,150.0,166.0,4.0,University of California Los Angeles,0.957
0,0,110.0,159.0,166.0,5.5,University of California Los Angeles,0.9375
0,0,106.0,158.0,164.0,3.0,University of California Los Angeles,0.83
0,0,118.0,164.0,164.0,5.0,University of California Los Angeles,0.89
0,0,109.0,155.0,170.0,4.0,University of California Los Angeles,0.826
0,0,108.0,166.0,166.0,4.0,University of California Los Angeles,0.8710000000000001
0,0,111.0,157.0,166.0,4.0,University of California Los Angeles,0.772
0,0,105.0,154.0,166.0,3.0,University of California Los Angeles,0.8800000000000001
0,0,108.0,155.0,163.0,3.5,University of California Los Angeles,0.785
0,0,117.0,168.0,166.0,4.0,University of California Los Angeles,0.93
0,0,107.0,160.0,163.0,5.0,University of California Los Angeles,0.98
0,0,116.0,166.0,166.0,4.0,University of California Los Angeles,0.943
0,0,117.0,165.0,166.0,5.0,University of California Los Angeles,0.8640000000000001
0,0,108.0,161.0,164.0,4.0,University of California Los Angeles,0.987
0,0,110.0,160.0,164.0,4.0,University of California Los Angeles,0.767
1,0,107.0,151.0,161.0,4.0,University of California Los Angeles,0.935
0,0,109.0,164.0,166.0,3.5,University of California Los Angeles,0.945
0,0,115.0,165.0,163.0,3.5,University of California Los Angeles,0.805
0,0,93.0,146.0,167.0,3.5,University of California Los Angeles,0.855
0,0,94.0,150.0,166.0,3.5,University of California Los Angeles,0.858
0,0,117.0,169.0,166.0,5.0,University of California Los Angeles,0.93
0,0,108.0,157.0,162.0,4.0,University of California Los Angeles,0.78
0,0,108.0,157.0,162.0,4.0,University of California Los Angeles,0.7933
0,0,105.0,155.0,170.0,4.0,University of California Los Angeles,0.917
0,0,118.0,154.0,168.0,4.0,University of California Los Angeles,0.73
0,0,109.0,160.0,166.0,3.5,University of California Los Angeles,0.77
0,0,92.0,152.0,159.0,3.0,University of California Los Angeles,0.75
0,8,109.0,158.0,168.0,4.0,University of California Los Angeles,0.947
0,0,111.0,163.0,164.0,4.5,University of California Los Angeles,0.92
0,0,102.0,158.0,161.0,3.5,University of California Los Angeles,0.755
0,0,113.0,158.0,163.0,4.0,University of California Los Angeles,0.884
0,0,114.0,163.0,166.0,3.5,University of California Los Angeles,0.8109999999999999
0,0,107.0,160.0,166.0,4.0,University of California Los Angeles,0.79
0,0,115.0,166.0,166.0,4.5,University of California Los Angeles,0.7
0,0,108.0,157.0,166.0,3.5,University of California Los Angeles,0.826
0,0,97.0,151.0,166.0,4.0,University of California Los Angeles,0.959
0,0,101.0,152.0,167.0,4.0,University of California Los Angeles,0.876
0,0,100.0,161.0,159.0,4.5,University of California Los Angeles,0.78
0,0,113.0,165.0,166.0,5.0,University of California Los Angeles,0.952
0,24,114.0,162.0,164.0,4.0,University of California Los Angeles,0.76
0,0,79.0,148.0,154.0,2.5,University of California Los Angeles,0.74
0,0,117.0,166.0,166.0,4.5,University of California Los Angeles,0.85
3,0,108.0,157.0,167.0,4.0,University of California Los Angeles,0.9
0,0,102.0,151.0,160.0,3.5,University of California Los Angeles,0.861
0,0,106.0,155.0,161.0,4.0,University of California Los Angeles,0.8310000000000001
0,0,108.0,152.0,169.0,3.5,University of California Los Angeles,0.891
0,0,114.0,158.0,161.0,4.5,University of California Los Angeles,0.82
0,0,106.0,165.0,166.0,4.5,University of California Los Angeles,0.866
0,0,114.0,153.0,162.0,4.5,University of California Los Angeles,0.8297
0,0,116.0,153.0,166.0,5.0,University of California Los Angeles,0.844
0,0,105.0,153.0,164.0,3.0,University of California Los Angeles,0.8400000000000001
0,0,117.0,164.0,166.0,5.0,University of California Los Angeles,0.8590000000000001
0,0,111.0,165.0,166.0,3.5,University of California Los Angeles,0.07
0,0,105.0,155.0,166.0,3.0,University of California Los Angeles,0.7137
0,0,112.0,162.0,166.0,4.0,University of California Los Angeles,0.932
0,0,111.0,162.0,166.0,3.0,University of California Los Angeles,0.857
0,0,102.0,152.0,166.0,3.0,University of California Los Angeles,0.7625
18,0,107.0,153.0,166.0,3.5,University of California Los Angeles,0.89
0,0,107.0,166.0,165.0,3.5,University of California Los Angeles,0.97
0,0,118.0,165.0,166.0,4.5,University of California Los Angeles,0.601
0,0,101.0,150.0,168.0,3.5,University of California Los Angeles,0.8619999999999999
0,0,117.0,158.0,166.0,4.0,University of California Los Angeles,0.97647
0,0,105.0,155.0,163.0,3.5,University of California Los Angeles,0.8119999999999999
0,0,112.0,163.0,166.0,4.0,University of California Los Angeles,0.9
2,17,111.0,162.0,165.0,4.0,University of California Los Angeles,0.904
0,0,112.0,161.0,166.0,4.0,University of California Los Angeles,0.845
0,0,114.0,165.0,166.0,5.0,University of California Los Angeles,0.71
0,0,111.0,161.0,162.0,3.5,University of California Los Angeles,0.7
0,0,112.0,159.0,166.0,3.5,University of California Los Angeles,0.962
0,0,118.0,160.0,165.0,3.0,University of California Los Angeles,0.961
0,0,105.0,160.0,162.0,4.0,University of California Los Angeles,0.8640000000000001
0,0,113.0,158.0,159.0,3.5,University of California Los Angeles,0.7931999999999999
0,0,118.0,163.0,168.0,3.5,University of California Los Angeles,0.906
0,0,108.0,160.0,166.0,4.5,University of California Los Angeles,0.772
0,0,105.0,155.0,170.0,4.5,University of California Los Angeles,0.86
0,0,109.0,156.0,163.0,4.0,University of California Los Angeles,0.765
0,0,110.0,158.0,161.0,4.0,University of California Los Angeles,0.932
0,0,114.0,164.0,166.0,4.5,University of California Los Angeles,0.926
0,0,114.0,161.0,166.0,4.0,University of California Los Angeles,0.77
0,0,102.0,160.0,166.0,5.0,University of California Los Angeles,0.73
0,0,120.0,168.0,161.0,6.0,University of California Los Angeles,0.79
0,0,112.0,154.0,165.0,4.0,University of California Irvine,0.8229000000000001
0,0,109.0,156.0,158.0,3.0,University of California Irvine,0.852
0,0,110.0,160.0,166.0,4.0,University of California Irvine,0.771
0,0,113.0,151.0,166.0,3.5,University of California Irvine,0.841
0,0,98.0,145.0,163.0,3.5,University of California Irvine,0.792
0,0,114.0,163.0,160.0,3.5,University of California Irvine,0.75
0,0,87.0,150.0,162.0,3.0,University of California Irvine,0.8400000000000001
0,0,102.0,154.0,163.0,3.0,University of California Irvine,0.76
0,0,106.0,158.0,166.0,3.5,University of California Irvine,0.89
0,0,117.0,169.0,166.0,4.5,University of California Irvine,0.8400000000000001
0,24,115.0,157.0,162.0,4.0,University of California Irvine,0.93
0,0,95.0,154.0,161.0,4.0,University of California Irvine,0.72
0,0,110.0,149.0,161.0,3.5,University of California Irvine,0.0864
0,0,111.0,159.0,166.0,3.0,University of California Irvine,0.7512000000000001
0,0,108.0,152.0,164.0,4.0,University of California Irvine,0.67
0,30,111.0,158.0,162.0,3.0,University of California Irvine,0.819
0,0,119.0,167.0,166.0,6.0,University of California Irvine,0.7509999999999999
3,0,112.0,157.0,168.0,4.0,University of California Irvine,0.867
0,0,110.0,161.0,163.0,4.0,University of California Irvine,0.829
0,0,104.0,162.0,164.0,3.5,University of California Irvine,0.71
0,0,98.0,151.0,163.0,4.0,University of California Irvine,0.7556
0,0,110.0,156.0,161.0,3.0,University of California Irvine,0.8099999999999999
0,0,106.0,147.0,163.0,3.5,University of California Irvine,0.901
0,0,111.0,158.0,156.0,3.0,University of California Irvine,0.72
2,0,115.0,158.0,166.0,4.0,University of California Irvine,0.9098
0,0,104.0,163.0,166.0,3.0,University of California Irvine,0.78
0,0,111.0,163.0,166.0,4.5,University of California Irvine,0.7234
0,0,109.0,151.0,159.0,3.5,University of California Irvine,0.78
0,0,100.0,152.0,164.0,3.5,University of California Irvine,0.906
0,0,116.0,151.0,163.0,3.5,University of California Irvine,0.917
0,0,117.0,169.0,159.0,3.0,University of California Irvine,0.7
0,0,115.0,160.0,164.0,4.5,University of California Irvine,0.745
0,0,110.0,158.0,170.0,4.0,University of California Irvine,0.98
0,0,113.0,156.0,170.0,4.0,University of California Irvine,0.74
0,0,99.0,155.0,161.0,3.5,University of California Irvine,0.7456999999999999
