researchExp,industryExp,toeflScore,greV,greQ,greA,univName,cgpaNorm
0,0,93.0,151.0,160.0,4.0,University of North Carolina Charlotte,0.735
0,0,100.0,151.0,166.0,3.5,University of North Carolina Charlotte,0.5338
0,17,91.0,141.0,160.0,3.0,University of North Carolina Charlotte,0.7759999999999999
0,0,101.0,146.0,166.0,4.0,University of North Carolina Charlotte,0.624
0,0,99.0,143.0,163.0,3.0,University of North Carolina Charlotte,0.7
6,0,113.0,156.0,163.0,4.0,University of North Carolina Charlotte,0.828
0,33,93.0,150.0,159.0,2.5,University of North Carolina Charlotte,0.72
0,0,90.0,154.0,155.0,3.5,University of North Carolina Charlotte,0.83
0,0,100.0,151.0,155.0,3.0,University of North Carolina Charlotte,0.6
0,39,106.0,150.0,159.0,3.0,University of North Carolina Charlotte,0.836
0,0,104.0,143.0,164.0,3.5,University of North Carolina Charlotte,0.82
0,0,95.0,156.0,156.0,2.5,University of North Carolina Charlotte,0.69
0,0,104.0,154.0,160.0,3.5,University of North Carolina Charlotte,0.817
0,0,101.0,150.0,159.0,3.0,University of North Carolina Charlotte,0.6393
0,0,97.0,153.0,161.0,3.0,University of North Carolina Charlotte,0.75
0,0,110.0,158.0,161.0,3.5,University of North Carolina Charlotte,0.62
0,0,102.0,156.0,153.0,3.5,University of North Carolina Charlotte,0.754
0,0,95.0,149.0,168.0,3.0,University of North Carolina Charlotte,0.67
0,0,90.0,159.0,160.0,3.0,University of North Carolina Charlotte,0.6448
0,53,99.0,151.0,162.0,3.5,University of North Carolina Charlotte,0.685
0,0,88.0,146.0,163.0,3.5,University of North Carolina Charlotte,0.8550000000000001
0,0,94.0,143.0,159.0,4.0,University of North Carolina Charlotte,0.6346
0,0,113.0,154.0,164.0,3.0,University of North Carolina Charlotte,0.6914
6,0,114.0,150.0,160.0,4.0,University of North Carolina Charlotte,0.69
3,52,100.0,149.0,156.0,3.0,University of North Carolina Charlotte,0.911
0,30,90.0,139.0,157.0,2.5,University of North Carolina Charlotte,0.79
0,0,107.0,156.0,156.0,3.5,University of North Carolina Charlotte,0.7172
0,0,86.0,146.0,169.0,3.5,University of North Carolina Charlotte,0.782
0,0,100.0,156.0,166.0,2.5,University of North Carolina Charlotte,0.6940000000000001
0,0,113.0,158.0,158.0,4.0,University of North Carolina Charlotte,0.74
0,0,104.0,155.0,159.0,3.5,University of North Carolina Charlotte,0.625
0,0,88.0,139.0,162.0,3.5,University of North Carolina Charlotte,0.6679999999999999
0,48,102.0,150.0,152.0,3.5,University of North Carolina Charlotte,0.955
0,0,87.0,142.0,156.0,2.5,University of North Carolina Charlotte,0.7667
0,18,100.0,142.0,157.0,3.5,University of North Carolina Charlotte,0.791
0,0,98.0,148.0,160.0,3.0,University of North Carolina Charlotte,0.79
0,0,97.0,147.0,160.0,4.0,University of North Carolina Charlotte,0.66
24,3,114.0,157.0,161.0,4.5,University of North Carolina Charlotte,0.7825
0,0,110.0,158.0,163.0,3.0,University of North Carolina Charlotte,0.6345000000000001
0,0,101.0,149.0,161.0,3.5,University of North Carolina Charlotte,0.6544
0,0,103.0,152.0,155.0,4.5,University of North Carolina Charlotte,0.63
0,0,114.0,164.0,166.0,4.0,University of North Carolina Charlotte,0.5740999999999999
0,0,104.0,153.0,159.0,3.5,University of North Carolina Charlotte,0.773
0,0,106.0,165.0,156.0,3.0,University of North Carolina Charlotte,0.6719999999999999
0,0,87.0,146.0,156.0,3.5,University of North Carolina Charlotte,0.8675
0,0,93.0,148.0,165.0,3.0,University of North Carolina Charlotte,0.79
0,0,97.0,144.0,161.0,3.0,University of North Carolina Charlotte,0.657
0,0,101.0,145.0,164.0,3.5,University of North Carolina Charlotte,0.7615999999999999
0,0,100.0,153.0,160.0,3.5,University of North Carolina Charlotte,0.61
0,0,110.0,163.0,166.0,4.5,University of North Carolina Charlotte,0.7559999999999999
2,0,110.0,158.0,168.0,4.0,University of North Carolina Charlotte,0.72
0,0,100.0,150.0,155.0,3.0,University of North Carolina Charlotte,0.82
0,0,97.0,146.0,165.0,3.0,University of North Carolina Charlotte,0.54
0,0,98.0,143.0,160.0,4.0,University of North Carolina Charlotte,0.86
0,0,108.0,152.0,166.0,3.5,University of North Carolina Charlotte,0.8380000000000001
0,0,101.0,149.0,162.0,4.0,University of North Carolina Charlotte,0.625
0,0,94.0,151.0,156.0,3.0,University of North Carolina Charlotte,0.76
0,1,103.0,152.0,159.0,3.0,University of North Carolina Charlotte,0.897
0,0,96.0,150.0,158.0,3.0,University of North Carolina Charlotte,0.84
0,0,115.0,152.0,159.0,4.0,University of North Carolina Charlotte,0.55
0,44,104.0,151.0,162.0,4.0,University of North Carolina Charlotte,0.64
0,0,99.0,144.0,157.0,3.5,University of North Carolina Charlotte,0.0
0,0,85.0,144.0,165.0,3.0,University of North Carolina Charlotte,0.775
0,0,102.0,146.0,166.0,2.5,University of North Carolina Charlotte,0.62
0,0,106.0,147.0,159.0,3.5,University of North Carolina Charlotte,0.7969999999999999
6,0,103.0,151.0,156.0,3.5,University of North Carolina Charlotte,0.752
0,0,97.0,159.0,140.0,3.5,University of North Carolina Charlotte,0.8
0,0,100.0,150.0,160.0,3.5,University of North Carolina Charlotte,0.917
0,0,100.0,149.0,163.0,4.0,University of North Carolina Charlotte,0.722
0,0,111.0,142.0,166.0,4.5,University of North Carolina Charlotte,0.7
0,0,96.0,151.0,157.0,2.5,University of North Carolina Charlotte,0.6962999999999999
0,0,108.0,155.0,165.0,3.5,University of North Carolina Charlotte,0.69
0,0,99.0,149.0,159.0,3.5,University of North Carolina Charlotte,0.77
0,30,103.0,152.0,163.0,4.0,University of North Carolina Charlotte,0.732
0,0,96.0,153.0,161.0,3.0,University of North Carolina Charlotte,0.5724
0,0,104.0,154.0,155.0,3.0,University of North Carolina Charlotte,0.67
0,0,90.0,151.0,161.0,3.0,University of North Carolina Charlotte,0.7
0,0,108.0,157.0,166.0,3.5,University of North Carolina Charlotte,0.58
0,0,103.0,153.0,170.0,3.5,University of North Carolina Charlotte,0.72
0,0,102.0,146.0,160.0,3.0,University of North Carolina Charlotte,0.65
0,0,98.0,141.0,164.0,3.5,University of North Carolina Charlotte,0.6796
0,0,102.0,151.0,170.0,3.5,University of North Carolina Charlotte,0.73
0,0,111.0,160.0,152.0,4.0,University of North Carolina Charlotte,0.6581
0,0,109.0,153.0,158.0,4.0,University of North Carolina Charlotte,0.674
0,0,99.0,148.0,166.0,3.0,University of North Carolina Charlotte,0.71
0,0,105.0,158.0,164.0,4.0,University of North Carolina Charlotte,0.5645
0,0,95.0,155.0,155.0,3.0,University of North Carolina Charlotte,0.682
0,0,109.0,151.0,161.0,4.0,University of North Carolina Charlotte,0.8460000000000001
0,0,106.0,148.0,163.0,3.5,University of North Carolina Charlotte,0.7859999999999999
0,0,105.0,152.0,164.0,3.5,University of North Carolina Charlotte,0.698
0,0,99.0,152.0,155.0,3.5,University of North Carolina Charlotte,0.72
0,0,99.0,152.0,155.0,3.5,University of North Carolina Charlotte,0.72
0,0,89.0,151.0,154.0,3.5,University of North Carolina Charlotte,0.56
0,0,99.0,143.0,162.0,3.0,University of North Carolina Charlotte,0.9
0,0,101.0,147.0,162.0,3.0,University of North Carolina Charlotte,0.79
0,0,98.0,143.0,157.0,3.0,University of North Carolina Charlotte,0.737
0,0,105.0,162.0,161.0,3.5,University of North Carolina Charlotte,0.55
0,0,80.0,149.0,158.0,2.5,University of North Carolina Charlotte,0.8
0,0,104.0,159.0,154.0,3.0,University of North Carolina Charlotte,0.0812
0,0,107.0,144.0,159.0,3.5,University of North Carolina Charlotte,0.8
0,0,90.0,143.0,158.0,3.5,University of North Carolina Charlotte,0.72
0,0,86.0,158.0,160.0,2.0,University of North Carolina Charlotte,0.6518999999999999
0,0,113.0,156.0,163.0,4.0,University of North Carolina Charlotte,0.807
0,0,96.0,148.0,168.0,3.0,University of North Carolina Charlotte,0.79
0,0,92.0,149.0,165.0,2.5,University of North Carolina Charlotte,0.0828
0,0,103.0,154.0,158.0,3.0,University of North Carolina Charlotte,0.62
0,0,103.0,156.0,161.0,4.0,University of North Carolina Charlotte,0.72
0,0,90.0,154.0,166.0,2.5,University of North Carolina Charlotte,0.75
0,32,104.0,152.0,161.0,4.0,University of North Carolina Charlotte,0.735
0,0,107.0,160.0,158.0,4.0,University of North Carolina Charlotte,0.71
0,36,114.0,152.0,162.0,3.5,University of North Carolina Charlotte,0.67
0,0,105.0,142.0,163.0,4.0,University of North Carolina Charlotte,0.9525
0,0,91.0,149.0,160.0,3.5,University of North Carolina Charlotte,0.63
0,0,97.0,145.0,163.0,3.5,University of North Carolina Charlotte,0.73
0,0,91.0,145.0,162.0,3.0,University of North Carolina Charlotte,0.654
0,28,107.0,151.0,159.0,4.0,University of North Carolina Charlotte,0.7176
0,0,111.0,153.0,161.0,4.0,University of North Carolina Charlotte,0.8800000000000001
0,4,105.0,150.0,163.0,3.0,University of North Carolina Charlotte,0.65
0,0,114.0,145.0,158.0,3.0,University of North Carolina Charlotte,0.743
12,43,100.0,153.0,158.0,4.0,University of North Carolina Charlotte,0.602
0,0,103.0,161.0,166.0,4.0,University of North Carolina Charlotte,0.6809999999999999
0,0,83.0,137.0,157.0,3.5,University of North Carolina Charlotte,0.71
0,68,110.0,150.0,158.0,4.0,University of North Carolina Charlotte,0.928
0,0,96.0,142.0,158.0,3.5,University of North Carolina Charlotte,0.85
0,0,101.0,158.0,155.0,3.0,University of North Carolina Charlotte,0.68
0,0,108.0,162.0,166.0,4.0,University of North Carolina Charlotte,0.773
0,0,92.0,145.0,156.0,3.0,University of North Carolina Charlotte,0.8256999999999999
0,0,93.0,144.0,157.0,3.0,University of North Carolina Charlotte,0.6970000000000001
0,0,107.0,143.0,166.0,3.0,University of North Carolina Charlotte,0.75
0,0,106.0,151.0,159.0,4.0,University of North Carolina Charlotte,0.695
0,0,110.0,154.0,159.0,5.5,University of North Carolina Charlotte,0.61
0,0,105.0,156.0,160.0,4.0,University of North Carolina Charlotte,0.64
0,33,85.0,141.0,161.0,3.0,University of North Carolina Charlotte,0.856
0,34,99.0,147.0,165.0,3.5,University of North Carolina Charlotte,0.8550000000000001
0,0,88.0,148.0,160.0,2.5,University of North Carolina Charlotte,0.7025
0,0,102.0,150.0,160.0,3.0,University of North Carolina Charlotte,0.7792
0,0,119.0,155.0,168.0,4.0,University of North Carolina Charlotte,0.8789999999999999
0,0,108.0,153.0,164.0,4.0,University of North Carolina Charlotte,0.75
0,0,87.0,143.0,160.0,3.5,University of North Carolina Charlotte,0.73
0,0,101.0,151.0,162.0,3.5,University of North Carolina Charlotte,0.64
0,0,94.0,150.0,157.0,3.5,University of North Carolina Charlotte,0.8019999999999999
0,34,102.0,152.0,160.0,3.5,University of North Carolina Charlotte,0.56
0,0,85.0,140.0,158.0,3.0,University of North Carolina Charlotte,0.7340000000000001
0,0,93.0,149.0,163.0,3.5,University of North Carolina Charlotte,0.68
0,0,106.0,153.0,164.0,2.5,University of North Carolina Charlotte,0.6679999999999999
0,58,106.0,151.0,162.0,3.5,University of North Carolina Charlotte,0.6025
0,36,101.0,151.0,160.0,3.0,University of North Carolina Charlotte,0.7628
0,0,114.0,154.0,160.0,3.5,University of North Carolina Charlotte,0.849
0,0,98.0,139.0,159.0,3.0,University of North Carolina Charlotte,0.68
0,0,107.0,147.0,160.0,4.0,University of North Carolina Charlotte,0.7170000000000001
0,0,100.0,153.0,159.0,3.5,University of North Carolina Charlotte,0.67
0,0,86.0,143.0,161.0,3.0,University of North Carolina Charlotte,0.8
0,23,97.0,146.0,160.0,3.5,University of North Carolina Charlotte,0.6042000000000001
0,0,89.0,152.0,157.0,3.0,University of North Carolina Charlotte,0.63
0,0,108.0,150.0,159.0,3.5,University of North Carolina Charlotte,0.69
0,18,103.0,153.0,157.0,3.5,University of North Carolina Charlotte,0.8220000000000001
0,0,98.0,151.0,162.0,3.5,University of North Carolina Charlotte,0.57
0,0,100.0,148.0,163.0,3.0,University of North Carolina Charlotte,0.784
0,0,97.0,146.0,158.0,3.0,University of North Carolina Charlotte,0.68
0,0,99.0,149.0,167.0,3.5,University of North Carolina Charlotte,0.73
0,0,109.0,155.0,163.0,3.5,University of North Carolina Charlotte,0.82
0,0,100.0,146.0,155.0,3.0,University of North Carolina Charlotte,0.8949999999999999
0,0,102.0,151.0,162.0,4.0,University of North Carolina Charlotte,0.6945
0,0,108.0,143.0,158.0,4.5,University of North Carolina Charlotte,0.66
0,0,90.0,149.0,158.0,2.0,University of North Carolina Charlotte,0.6345000000000001
0,0,109.0,154.0,160.0,3.5,University of North Carolina Charlotte,0.7704
0,30,95.0,149.0,159.0,3.0,University of North Carolina Charlotte,0.731
0,20,95.0,146.0,161.0,3.5,University of North Carolina Charlotte,0.62
0,0,99.0,156.0,158.0,3.0,University of North Carolina Charlotte,0.6772
0,0,96.0,143.0,164.0,3.0,University of North Carolina Charlotte,0.74
0,0,104.0,153.0,156.0,3.0,University of North Carolina Charlotte,0.7322
0,0,91.0,144.0,157.0,3.0,University of North Carolina Charlotte,0.61
0,0,105.0,156.0,164.0,4.0,University of North Carolina Charlotte,0.69
0,0,102.0,155.0,159.0,3.5,University of North Carolina Charlotte,0.8625
0,0,89.0,143.0,166.0,2.5,University of North Carolina Charlotte,0.7
0,0,91.0,143.0,163.0,3.0,University of North Carolina Charlotte,0.725
0,0,92.0,144.0,159.0,3.5,University of North Carolina Charlotte,0.6354
12,44,92.0,145.0,166.0,3.5,University of North Carolina Charlotte,0.74
0,0,109.0,156.0,164.0,3.0,University of North Carolina Charlotte,0.599
0,0,93.0,144.0,162.0,3.0,University of North Carolina Charlotte,0.867
0,0,92.0,146.0,157.0,3.0,University of North Carolina Charlotte,0.865
0,0,92.0,143.0,162.0,3.0,University of North Carolina Charlotte,0.7175
0,33,93.0,142.0,163.0,3.0,University of North Carolina Charlotte,0.81
0,0,101.0,151.0,163.0,3.5,University of North Carolina Charlotte,0.757
0,25,98.0,150.0,163.0,3.5,University of North Carolina Charlotte,0.8
0,0,89.0,145.0,154.0,2.5,University of North Carolina Charlotte,0.73
0,0,112.0,152.0,163.0,4.0,University of North Carolina Charlotte,0.6647
0,0,92.0,147.0,155.0,3.0,University of North Carolina Charlotte,0.765
0,0,95.0,149.0,168.0,3.5,University of North Carolina Charlotte,0.72
0,0,106.0,149.0,158.0,3.0,University of North Carolina Charlotte,0.5605
0,0,91.0,142.0,159.0,3.0,University of North Carolina Charlotte,0.859
0,0,85.0,143.0,161.0,3.0,University of North Carolina Charlotte,0.58
0,0,105.0,147.0,165.0,4.0,University of North Carolina Charlotte,0.77
0,48,109.0,156.0,157.0,3.0,University of North Carolina Charlotte,0.56
0,0,108.0,146.0,159.0,3.5,University of North Carolina Charlotte,0.71
0,55,98.0,149.0,160.0,2.5,University of North Carolina Charlotte,0.7079000000000001
0,0,102.0,149.0,155.0,3.0,University of North Carolina Charlotte,0.7889999999999999
0,0,102.0,144.0,158.0,3.5,University of North Carolina Charlotte,0.775
12,24,98.0,143.0,158.0,3.0,University of North Carolina Charlotte,0.74
0,0,95.0,141.0,164.0,3.0,University of North Carolina Charlotte,0.81
0,0,103.0,141.0,157.0,3.0,University of North Carolina Charlotte,0.74
0,0,112.0,152.0,166.0,4.0,University of North Carolina Charlotte,0.6296
0,0,101.0,147.0,158.0,3.0,University of North Carolina Charlotte,0.8157
0,0,93.0,151.0,151.0,3.5,University of North Carolina Charlotte,0.764
0,0,86.0,146.0,149.0,2.5,University of North Carolina Charlotte,0.66
0,0,103.0,156.0,152.0,3.0,University of North Carolina Charlotte,0.55
0,0,115.0,161.0,157.0,3.5,University of North Carolina Charlotte,0.706
0,39,99.0,146.0,163.0,3.0,University of North Carolina Charlotte,0.68
0,24,92.0,145.0,158.0,3.5,University of North Carolina Charlotte,0.766
0,0,92.0,143.0,156.0,2.5,University of North Carolina Charlotte,0.6333
0,0,107.0,152.0,162.0,2.5,University of North Carolina Charlotte,0.68
2,16,103.0,155.0,162.0,3.5,University of North Carolina Charlotte,0.8539999999999999
0,0,111.0,154.0,163.0,4.0,University of North Carolina Charlotte,0.56
0,0,116.0,154.0,159.0,3.5,University of North Carolina Charlotte,0.599
0,0,91.0,148.0,152.0,3.0,University of North Carolina Charlotte,0.77
0,60,94.0,158.0,160.0,3.5,University of North Carolina Charlotte,0.64
0,0,117.0,159.0,167.0,4.5,University of North Carolina Charlotte,0.63
0,0,97.0,144.0,158.0,3.0,University of North Carolina Charlotte,0.8140000000000001
0,0,104.0,157.0,151.0,4.0,University of North Carolina Charlotte,0.58
0,0,85.0,146.0,156.0,3.0,University of North Carolina Charlotte,0.75
0,0,93.0,152.0,153.0,3.0,University of North Carolina Charlotte,0.869
0,0,104.0,154.0,159.0,3.0,University of North Carolina Charlotte,0.71
0,0,95.0,144.0,161.0,3.0,University of North Carolina Charlotte,0.8400000000000001
0,36,88.0,152.0,155.0,3.0,University of North Carolina Charlotte,0.791
0,0,109.0,149.0,157.0,4.0,University of North Carolina Charlotte,0.66
0,0,102.0,161.0,160.0,3.0,University of North Carolina Charlotte,0.6990000000000001
0,17,110.0,164.0,165.0,3.5,University of North Carolina Charlotte,0.85
0,24,97.0,143.0,164.0,3.0,University of North Carolina Charlotte,0.89
0,0,98.0,152.0,160.0,3.0,University of North Carolina Charlotte,0.78
0,0,108.0,153.0,158.0,3.5,University of North Carolina Charlotte,0.83
0,0,100.0,145.0,161.0,3.5,University of North Carolina Charlotte,0.79
0,0,104.0,150.0,159.0,3.0,University of North Carolina Charlotte,0.7120000000000001
0,0,103.0,142.0,160.0,2.5,University of North Carolina Charlotte,0.7
0,38,93.0,149.0,164.0,3.0,University of North Carolina Charlotte,0.6943
0,0,94.0,143.0,161.0,3.0,University of North Carolina Charlotte,0.7434000000000001
0,0,104.0,157.0,164.0,3.5,University of North Carolina Charlotte,0.642
0,0,86.0,144.0,152.0,2.5,University of North Carolina Charlotte,0.66
0,0,90.0,152.0,157.0,3.0,University of North Carolina Charlotte,0.735
0,0,101.0,151.0,162.0,3.5,University of North Carolina Charlotte,0.603
0,0,101.0,159.0,166.0,5.0,University of North Carolina Charlotte,0.6
0,0,101.0,143.0,162.0,3.0,University of North Carolina Charlotte,0.6513
0,0,95.0,145.0,159.0,3.5,University of North Carolina Charlotte,0.57
0,0,103.0,160.0,158.0,3.5,University of North Carolina Charlotte,0.69
0,0,103.0,151.0,170.0,4.0,University of North Carolina Charlotte,0.6719999999999999
0,24,91.0,142.0,162.0,3.0,University of North Carolina Charlotte,0.8039999999999999
0,0,101.0,150.0,159.0,3.5,University of North Carolina Charlotte,0.8
0,19,109.0,153.0,162.0,4.0,University of North Carolina Charlotte,0.682
0,0,96.0,152.0,161.0,2.5,University of North Carolina Charlotte,0.057
0,0,97.0,149.0,158.0,4.5,University of North Carolina Charlotte,0.71
0,0,105.0,151.0,154.0,3.0,University of North Carolina Charlotte,0.73
0,0,107.0,164.0,156.0,4.0,University of North Carolina Charlotte,0.64
0,22,103.0,156.0,160.0,4.0,University of North Carolina Charlotte,0.66
0,0,100.0,151.0,166.0,3.0,University of North Carolina Charlotte,0.6625
0,0,93.0,148.0,161.0,3.0,University of North Carolina Charlotte,0.899
0,0,99.0,143.0,165.0,3.0,University of North Carolina Charlotte,0.6884999999999999
0,0,100.0,140.0,161.0,3.0,University of North Carolina Charlotte,0.61
0,0,86.0,137.0,158.0,3.0,University of North Carolina Charlotte,0.6859999999999999
0,0,110.0,164.0,158.0,3.0,University of North Carolina Charlotte,0.589
0,0,106.0,156.0,160.0,4.0,University of North Carolina Charlotte,0.8
0,0,97.0,145.0,158.0,3.0,University of North Carolina Charlotte,0.78
0,0,89.0,142.0,160.0,3.0,University of North Carolina Charlotte,0.775
0,0,112.0,158.0,158.0,4.0,University of North Carolina Charlotte,0.85
0,0,94.0,144.0,158.0,3.5,University of North Carolina Charlotte,0.65
0,0,103.0,143.0,158.0,3.0,University of North Carolina Charlotte,0.78
0,0,86.0,139.0,166.0,2.5,University of North Carolina Charlotte,0.6928
0,0,89.0,144.0,154.0,4.0,University of North Carolina Charlotte,0.6940999999999999
0,0,96.0,148.0,155.0,3.0,University of North Carolina Charlotte,0.715
0,0,92.0,146.0,161.0,3.0,University of North Carolina Charlotte,0.69
0,0,93.0,146.0,159.0,2.5,University of North Carolina Charlotte,0.75
0,0,107.0,159.0,164.0,3.0,University of North Carolina Charlotte,0.7
0,0,91.0,143.0,157.0,4.0,University of North Carolina Charlotte,0.723
0,66,106.0,155.0,163.0,3.5,University of North Carolina Charlotte,0.728
0,0,115.0,152.0,155.0,3.5,University of North Carolina Charlotte,0.6
0,0,99.0,144.0,161.0,3.5,University of North Carolina Charlotte,0.74
0,0,96.0,144.0,163.0,3.0,University of North Carolina Charlotte,0.66
0,0,101.0,145.0,152.0,3.5,University of North Carolina Charlotte,0.62
0,0,96.0,150.0,160.0,3.0,University of North Carolina Charlotte,0.71
0,69,93.0,142.0,156.0,3.0,University of North Carolina Charlotte,0.81
0,0,105.0,149.0,161.0,3.5,University of North Carolina Charlotte,0.883
0,0,104.0,148.0,152.0,3.5,University of North Carolina Charlotte,0.7
0,0,95.0,148.0,164.0,3.0,University of North Carolina Charlotte,0.732
0,0,95.0,147.0,167.0,2.0,University of North Carolina Charlotte,0.8150000000000001
0,0,100.0,146.0,160.0,3.0,University of North Carolina Charlotte,0.735
0,0,106.0,145.0,162.0,3.0,University of North Carolina Charlotte,0.667
0,0,110.0,162.0,160.0,4.0,University of North Carolina Charlotte,0.54
0,0,93.0,142.0,161.0,3.5,University of North Carolina Charlotte,0.64
0,0,94.0,149.0,152.0,3.5,University of North Carolina Charlotte,0.66
0,14,111.0,155.0,163.0,4.5,University of North Carolina Charlotte,0.67
0,0,86.0,140.0,158.0,2.5,University of North Carolina Charlotte,0.75
0,0,89.0,152.0,155.0,3.0,University of North Carolina Charlotte,0.72
0,0,104.0,157.0,156.0,3.5,University of North Carolina Charlotte,0.85
0,0,88.0,149.0,160.0,3.0,University of North Carolina Charlotte,0.7230000000000001
0,0,100.0,157.0,150.0,3.0,University of North Carolina Charlotte,0.754
0,0,108.0,153.0,164.0,3.5,University of North Carolina Charlotte,0.858
0,0,97.0,149.0,166.0,3.5,University of North Carolina Charlotte,0.643
0,0,83.0,142.0,161.0,3.0,University of North Carolina Charlotte,0.745
0,12,112.0,152.0,160.0,4.0,University of North Carolina Charlotte,0.721
0,14,115.0,158.0,159.0,3.5,University of North Carolina Charlotte,0.637
0,0,87.0,144.0,164.0,3.5,University of North Carolina Charlotte,0.76
0,0,101.0,147.0,157.0,3.0,University of North Carolina Charlotte,0.796
0,9,108.0,157.0,156.0,3.0,University of North Carolina Charlotte,0.6940000000000001
0,0,114.0,162.0,166.0,3.5,University of North Carolina Charlotte,0.805
0,0,90.0,138.0,163.0,3.0,University of North Carolina Charlotte,0.72
0,0,94.0,147.0,163.0,3.0,University of North Carolina Charlotte,0.782
0,0,93.0,160.0,152.0,3.0,University of North Carolina Charlotte,0.67
0,0,99.0,148.0,157.0,4.0,University of North Carolina Charlotte,0.6970999999999999
0,0,106.0,158.0,159.0,3.5,University of North Carolina Charlotte,0.61
0,0,114.0,157.0,158.0,3.5,University of North Carolina Charlotte,0.68
0,0,109.0,161.0,160.0,4.0,University of North Carolina Charlotte,0.55
0,0,114.0,159.0,163.0,4.0,University of North Carolina Charlotte,0.56
0,0,100.0,151.0,156.0,4.0,University of North Carolina Charlotte,0.82
0,0,94.0,150.0,160.0,3.0,University of North Carolina Charlotte,0.739
0,0,97.0,152.0,155.0,3.0,University of North Carolina Charlotte,0.8059999999999999
0,0,117.0,153.0,161.0,3.5,University of North Carolina Charlotte,0.55
0,0,107.0,150.0,166.0,4.0,University of North Carolina Charlotte,0.7034
0,0,107.0,154.0,157.0,4.0,University of North Carolina Charlotte,0.7
0,0,111.0,154.0,161.0,3.5,University of North Carolina Charlotte,0.77
0,0,105.0,157.0,159.0,4.0,University of North Carolina Charlotte,0.588
0,0,109.0,147.0,157.0,3.0,University of North Carolina Charlotte,0.867
0,0,100.0,142.0,163.0,3.0,University of North Carolina Charlotte,0.8024
0,0,105.0,145.0,156.0,3.5,University of North Carolina Charlotte,0.732
0,0,102.0,152.0,158.0,3.5,University of North Carolina Charlotte,0.58
0,0,105.0,158.0,156.0,4.5,University of North Carolina Charlotte,0.642
0,0,85.0,140.0,167.0,3.0,University of North Carolina Charlotte,0.74
0,0,105.0,152.0,156.0,3.5,University of North Carolina Charlotte,0.78
0,0,104.0,147.0,160.0,3.5,University of North Carolina Charlotte,0.795
0,0,101.0,151.0,155.0,4.0,University of North Carolina Charlotte,0.74
0,0,92.0,147.0,159.0,3.5,University of North Carolina Charlotte,0.78
0,0,99.0,153.0,150.0,3.5,University of North Carolina Charlotte,0.75
0,0,110.0,154.0,167.0,3.0,University of North Carolina Charlotte,0.66
0,0,103.0,149.0,162.0,3.5,University of North Carolina Charlotte,0.76
0,0,98.0,143.0,157.0,3.0,University of North Carolina Charlotte,0.79
0,0,112.0,156.0,165.0,4.0,University of North Carolina Charlotte,0.599
0,29,117.0,163.0,156.0,5.0,University of North Carolina Charlotte,0.68
6,6,115.0,159.0,164.0,4.0,University of North Carolina Charlotte,0.6523
0,0,111.0,156.0,166.0,3.5,University of North Carolina Charlotte,0.72
0,0,85.0,149.0,160.0,3.0,University of North Carolina Charlotte,0.76
0,0,101.0,141.0,160.0,3.0,University of North Carolina Charlotte,0.742
0,0,95.0,161.0,157.0,3.0,University of North Carolina Charlotte,0.735
0,0,109.0,151.0,163.0,3.5,University of North Carolina Charlotte,0.634
6,0,104.0,149.0,164.0,3.0,University of North Carolina Charlotte,0.0803999999999999
0,0,92.0,149.0,156.0,4.0,University of North Carolina Charlotte,0.7
0,0,87.0,146.0,161.0,3.0,University of North Carolina Charlotte,0.836
0,0,91.0,140.0,155.0,3.5,University of North Carolina Charlotte,0.62
0,0,102.0,154.0,161.0,3.0,University of North Carolina Charlotte,0.55
0,0,98.0,154.0,161.0,3.5,University of North Carolina Charlotte,0.5835
0,0,94.0,144.0,160.0,3.5,University of North Carolina Charlotte,0.61
0,0,92.0,150.0,167.0,3.0,University of North Carolina Charlotte,0.766
0,0,92.0,151.0,155.0,3.0,University of North Carolina Charlotte,0.65
0,33,96.0,154.0,162.0,3.5,University of North Carolina Charlotte,0.783
0,0,104.0,151.0,156.0,3.0,University of North Carolina Charlotte,0.65
0,0,97.0,147.0,161.0,3.0,University of North Carolina Charlotte,0.75
0,0,109.0,152.0,162.0,4.0,University of North Carolina Charlotte,0.735
0,42,103.0,151.0,161.0,3.0,University of North Carolina Charlotte,0.77
0,0,92.0,146.0,163.0,3.5,University of North Carolina Charlotte,0.86
0,0,95.0,139.0,166.0,3.0,University of North Carolina Charlotte,0.643
0,12,112.0,162.0,166.0,4.5,University of North Carolina Charlotte,0.8218
0,0,108.0,158.0,164.0,4.0,University of North Carolina Charlotte,0.771
0,0,106.0,146.0,159.0,3.0,University of North Carolina Charlotte,0.75
0,24,96.0,140.0,166.0,3.0,University of North Carolina Charlotte,0.85
0,0,89.0,140.0,160.0,3.0,University of North Carolina Charlotte,0.7030000000000001
0,0,101.0,152.0,168.0,3.0,University of North Carolina Charlotte,0.762
0,0,111.0,146.0,165.0,4.0,University of North Carolina Charlotte,0.6980000000000001
0,0,95.0,143.0,162.0,3.0,University of North Carolina Charlotte,0.85
0,0,96.0,146.0,162.0,3.5,University of North Carolina Charlotte,0.6715000000000001
0,0,104.0,149.0,162.0,3.5,University of North Carolina Charlotte,0.65
0,0,104.0,152.0,160.0,3.5,University of North Carolina Charlotte,0.754
0,11,110.0,147.0,163.0,3.5,University of North Carolina Charlotte,0.8099999999999999
0,0,100.0,144.0,163.0,2.5,University of North Carolina Charlotte,0.76
